GEOID,pct_holc_A,pct_holc_B,pct_holc_C,pct_holc_D,pct_holc_graded,holc_dominant_grade,holc_grade_score
53033005600,0.23216196963569574,0.14932826198427707,0.15797699346453362,0.06949079042437462,0.608958015508881,A,2.106405701259124
53033009200,0.0,0.0,0.0,0.0,0.0,ungraded,
53033009300,0.0,0.025197660617195482,0.0014337666292051033,0.10813360278304585,0.13476503002944643,D,3.615411447225803
53033001800,0.0,0.0,0.0,0.0,0.0,ungraded,
53033001900,0.0,0.00011700704987868218,0.0,0.0,0.00011700704987868218,B,2.0
53033002000,0.0,0.054767717034287386,0.0,0.0,0.054767717034287386,B,2.0
53033002100,0.0,0.00041667648346017363,0.0,0.0,0.00041667648346017363,B,2.0
53033002400,0.0,0.0,0.0,0.0,0.0,ungraded,
53033002600,0.0,0.9872439947290409,0.0,0.0,0.9872439947290409,B,2.0
53033002900,0.0,0.9801875788514629,0.0,0.0,0.9801875788514629,B,2.0
53033009400,0.0,0.037756022409766166,0.09379632410444441,0.8684476534857877,0.9999999999999982,D,3.830691631076023
53033009500,0.05707864372737149,0.2373093994024329,0.09295644953839288,0.07343682288802839,0.46078131555622565,B,2.3966121138537755
53033004902,0.0,0.09986154417058493,0.4668199781259732,0.0,0.5666815222965581,C,2.8237783653755257
53033007406,0.0,0.0,0.7574353834038109,0.0,0.7574353834038109,C,3.0
53033011601,0.0,0.8384114931574563,0.0,0.0,0.8384114931574563,B,2.0
53033005803,0.0,0.16096329626342304,0.6488198700333494,0.0,0.8097831662967725,C,2.801226670344944
53033000403,0.0,0.0,0.0,0.0,0.0,ungraded,
53033011602,0.04467630660952825,0.43964656963039017,0.00048471664064452663,0.0,0.48480759288056297,B,1.9088471578872925
53033004901,0.0,0.6875013749879496,0.31249862501203857,0.0,0.9999999999999882,B,2.3124986250120423
53033005804,0.0,0.02842177928027734,0.06347143767246476,0.0,0.0918932169527421,C,2.6907086265693168
53033008101,0.0,0.0,0.0,0.0,0.0,ungraded,
53033007901,0.0,0.0,0.3594266152554485,0.640573384744578,1.0000000000000266,D,3.640573384744561
53033008102,0.0,0.0,0.0,0.0,0.0,ungraded,
53033007404,0.0,0.0,0.9999999999999998,0.0,0.9999999999999998,C,2.9999999999999996
53033007101,0.0,0.0,0.0,0.0,0.0,ungraded,
53033000404,0.0,0.0,0.0,0.0,0.0,ungraded,
53033007102,0.0,0.0,0.03625231811355064,0.0,0.03625231811355064,C,3.0
53033007405,0.0,0.0,0.9835611276126688,0.0,0.9835611276126688,C,3.0
53033007902,0.0,0.0,0.04784738371860756,0.9521526162814296,1.000000000000037,D,3.9521526162813942
53033007403,0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,C,3.0
